"index","Voltage","state"
219,10.9,"31,7,7.5,3.5,28,13,13.5,0.5"
242,12.05,"31,8,7.5,0.5,28,13,13.5,0.5"
246,12.25,"31,8,7.5,1.5,28,13,13.5,0.5"
255,12.7,"31,8,7.5,2.5,28,13,13.5,0.5"
255,12.7,"31,8,7.5,3.5,28,13,13.5,0.5"
241,12,"31,8,8.5,0.5,28,13,13.5,0.5"
242,12.05,"31,8,8.5,1.5,28,13,13.5,0.5"
246,12.25,"31,8,8.5,2.5,28,13,13.5,0.5"
243,12.1,"31,8,8.5,3.5,28,13,13.5,0.5"
207,10.3,"31,6,5.5,2.5,28,13,13.5,1.5"
207,10.3,"31,6,5.5,3.5,28,13,13.5,1.5"
216,10.75,"31,7,6.5,0.5,28,13,13.5,1.5"
219,10.9,"31,7,6.5,1.5,28,13,13.5,1.5"
228,11.35,"31,7,6.5,2.5,28,13,13.5,1.5"
228,11.35,"31,7,6.5,3.5,28,13,13.5,1.5"
215,10.7,"31,7,7.5,0.5,28,13,13.5,1.5"
216,10.75,"31,7,7.5,1.5,28,13,13.5,1.5"
219,10.9,"31,7,7.5,2.5,28,13,13.5,1.5"
219,10.9,"31,7,7.5,3.5,28,13,13.5,1.5"
242,12.05,"31,8,7.5,0.5,28,13,13.5,1.5"
246,12.25,"31,8,7.5,1.5,28,13,13.5,1.5"
255,12.7,"31,8,7.5,2.5,28,13,13.5,1.5"
255,12.7,"31,8,7.5,3.5,28,13,13.5,1.5"
241,12,"31,8,8.5,0.5,28,13,13.5,1.5"
242,12.05,"31,8,8.5,1.5,28,13,13.5,1.5"
246,12.25,"31,8,8.5,2.5,28,13,13.5,1.5"
243,12.1,"31,8,8.5,3.5,28,13,13.5,1.5"
207,10.3,"31,6,5.5,2.5,28,13,13.5,2.5"
207,10.3,"31,6,5.5,3.5,28,13,13.5,2.5"
216,10.75,"31,7,6.5,0.5,28,13,13.5,2.5"
219,10.9,"31,7,6.5,1.5,28,13,13.5,2.5"
228,11.35,"31,7,6.5,2.5,28,13,13.5,2.5"
228,11.35,"31,7,6.5,3.5,28,13,13.5,2.5"
215,10.7,"31,7,7.5,0.5,28,13,13.5,2.5"
216,10.75,"31,7,7.5,1.5,28,13,13.5,2.5"
219,10.9,"31,7,7.5,2.5,28,13,13.5,2.5"
219,10.9,"31,7,7.5,3.5,28,13,13.5,2.5"
242,12.05,"31,8,7.5,0.5,28,13,13.5,2.5"
246,12.25,"31,8,7.5,1.5,28,13,13.5,2.5"
255,12.7,"31,8,7.5,2.5,28,13,13.5,2.5"
255,12.7,"31,8,7.5,3.5,28,13,13.5,2.5"
241,12,"31,8,8.5,0.5,28,13,13.5,2.5"
242,12.05,"31,8,8.5,1.5,28,13,13.5,2.5"
246,12.25,"31,8,8.5,2.5,28,13,13.5,2.5"
243,12.1,"31,8,8.5,3.5,28,13,13.5,2.5"
202,10.05,"31,6,5.5,2.5,28,13,13.5,3.5"
202,10.05,"31,6,5.5,3.5,28,13,13.5,3.5"
211,10.5,"31,7,6.5,0.5,28,13,13.5,3.5"
214,10.65,"31,7,6.5,1.5,28,13,13.5,3.5"
222,11.05,"31,7,6.5,2.5,28,13,13.5,3.5"
222,11.05,"31,7,6.5,3.5,28,13,13.5,3.5"
210,10.45,"31,7,7.5,0.5,28,13,13.5,3.5"
211,10.5,"31,7,7.5,1.5,28,13,13.5,3.5"
214,10.65,"31,7,7.5,2.5,28,13,13.5,3.5"
214,10.65,"31,7,7.5,3.5,28,13,13.5,3.5"
235,11.7,"31,8,7.5,0.5,28,13,13.5,3.5"
238,11.85,"31,8,7.5,1.5,28,13,13.5,3.5"
247,12.3,"31,8,7.5,2.5,28,13,13.5,3.5"
247,12.3,"31,8,7.5,3.5,28,13,13.5,3.5"
234,11.65,"31,8,8.5,0.5,28,13,13.5,3.5"
235,11.7,"31,8,8.5,1.5,28,13,13.5,3.5"
238,11.85,"31,8,8.5,2.5,28,13,13.5,3.5"
236,11.75,"31,8,8.5,3.5,28,13,13.5,3.5"
207,10.3,"31,5,4.5,2.5,28,14,13.5,0.5"
207,10.3,"31,5,4.5,3.5,28,14,13.5,0.5"
214,10.65,"31,6,5.5,0.5,28,14,13.5,0.5"
218,10.85,"31,6,5.5,1.5,28,14,13.5,0.5"
228,11.35,"31,6,5.5,2.5,28,14,13.5,0.5"
228,11.35,"31,6,5.5,3.5,28,14,13.5,0.5"
212,10.55,"31,6,6.5,0.5,28,14,13.5,0.5"
214,10.65,"31,6,6.5,1.5,28,14,13.5,0.5"
218,10.85,"31,6,6.5,2.5,28,14,13.5,0.5"
218,10.85,"31,6,6.5,3.5,28,14,13.5,0.5"
239,11.9,"31,7,6.5,0.5,28,14,13.5,0.5"
244,12.15,"31,7,6.5,1.5,28,14,13.5,0.5"
254,12.65,"31,7,6.5,2.5,28,14,13.5,0.5"
254,12.65,"31,7,6.5,3.5,28,14,13.5,0.5"
238,11.85,"31,7,7.5,0.5,28,14,13.5,0.5"
239,11.9,"31,7,7.5,1.5,28,14,13.5,0.5"
244,12.15,"31,7,7.5,2.5,28,14,13.5,0.5"
242,12.05,"31,7,7.5,3.5,28,14,13.5,0.5"
207,10.3,"31,5,4.5,2.5,28,14,13.5,1.5"
207,10.3,"31,5,4.5,3.5,28,14,13.5,1.5"
214,10.65,"31,6,5.5,0.5,28,14,13.5,1.5"
218,10.85,"31,6,5.5,1.5,28,14,13.5,1.5"
228,11.35,"31,6,5.5,2.5,28,14,13.5,1.5"
228,11.35,"31,6,5.5,3.5,28,14,13.5,1.5"
212,10.55,"31,6,6.5,0.5,28,14,13.5,1.5"
214,10.65,"31,6,6.5,1.5,28,14,13.5,1.5"
218,10.85,"31,6,6.5,2.5,28,14,13.5,1.5"
218,10.85,"31,6,6.5,3.5,28,14,13.5,1.5"
239,11.9,"31,7,6.5,0.5,28,14,13.5,1.5"
243,12.1,"31,7,6.5,1.5,28,14,13.5,1.5"
254,12.65,"31,7,6.5,2.5,28,14,13.5,1.5"
254,12.65,"31,7,6.5,3.5,28,14,13.5,1.5"
238,11.85,"31,7,7.5,0.5,28,14,13.5,1.5"
239,11.9,"31,7,7.5,1.5,28,14,13.5,1.5"
243,12.1,"31,7,7.5,2.5,28,14,13.5,1.5"
242,12.05,"31,7,7.5,3.5,28,14,13.5,1.5"
206,10.25,"31,5,4.5,2.5,28,14,13.5,2.5"
206,10.25,"31,5,4.5,3.5,28,14,13.5,2.5"
213,10.6,"31,6,5.5,0.5,28,14,13.5,2.5"
218,10.85,"31,6,5.5,1.5,28,14,13.5,2.5"
227,11.3,"31,6,5.5,2.5,28,14,13.5,2.5"
227,11.3,"31,6,5.5,3.5,28,14,13.5,2.5"
212,10.55,"31,6,6.5,0.5,28,14,13.5,2.5"
213,10.6,"31,6,6.5,1.5,28,14,13.5,2.5"
218,10.85,"31,6,6.5,2.5,28,14,13.5,2.5"
218,10.85,"31,6,6.5,3.5,28,14,13.5,2.5"
239,11.9,"31,7,6.5,0.5,28,14,13.5,2.5"
243,12.1,"31,7,6.5,1.5,28,14,13.5,2.5"
254,12.65,"31,7,6.5,2.5,28,14,13.5,2.5"
254,12.65,"31,7,6.5,3.5,28,14,13.5,2.5"
238,11.85,"31,7,7.5,0.5,28,14,13.5,2.5"
239,11.9,"31,7,7.5,1.5,28,14,13.5,2.5"
243,12.1,"31,7,7.5,2.5,28,14,13.5,2.5"
242,12.05,"31,7,7.5,3.5,28,14,13.5,2.5"
206,10.25,"31,5,4.5,2.5,28,14,13.5,3.5"
206,10.25,"31,5,4.5,3.5,28,14,13.5,3.5"
212,10.55,"31,6,5.5,0.5,28,14,13.5,3.5"
217,10.8,"31,6,5.5,1.5,28,14,13.5,3.5"
226,11.25,"31,6,5.5,2.5,28,14,13.5,3.5"
226,11.25,"31,6,5.5,3.5,28,14,13.5,3.5"
211,10.5,"31,6,6.5,0.5,28,14,13.5,3.5"
212,10.55,"31,6,6.5,1.5,28,14,13.5,3.5"
217,10.8,"31,6,6.5,2.5,28,14,13.5,3.5"
217,10.8,"31,6,6.5,3.5,28,14,13.5,3.5"
238,11.85,"31,7,6.5,0.5,28,14,13.5,3.5"
242,12.05,"31,7,6.5,1.5,28,14,13.5,3.5"
253,12.6,"31,7,6.5,2.5,28,14,13.5,3.5"
253,12.6,"31,7,6.5,3.5,28,14,13.5,3.5"
237,11.8,"31,7,7.5,0.5,28,14,13.5,3.5"
238,11.85,"31,7,7.5,1.5,28,14,13.5,3.5"
242,12.05,"31,7,7.5,2.5,28,14,13.5,3.5"
241,12,"31,7,7.5,3.5,28,14,13.5,3.5"
207,10.3,"31,5,4.5,2.5,28,14,14.5,0.5"
207,10.3,"31,5,4.5,3.5,28,14,14.5,0.5"
214,10.65,"31,6,5.5,0.5,28,14,14.5,0.5"
218,10.85,"31,6,5.5,1.5,28,14,14.5,0.5"
228,11.35,"31,6,5.5,2.5,28,14,14.5,0.5"
228,11.35,"31,6,5.5,3.5,28,14,14.5,0.5"
212,10.55,"31,6,6.5,0.5,28,14,14.5,0.5"
214,10.65,"31,6,6.5,1.5,28,14,14.5,0.5"
218,10.85,"31,6,6.5,2.5,28,14,14.5,0.5"
218,10.85,"31,6,6.5,3.5,28,14,14.5,0.5"
239,11.9,"31,7,6.5,0.5,28,14,14.5,0.5"
243,12.1,"31,7,6.5,1.5,28,14,14.5,0.5"
254,12.65,"31,7,6.5,2.5,28,14,14.5,0.5"
254,12.65,"31,7,6.5,3.5,28,14,14.5,0.5"
238,11.85,"31,7,7.5,0.5,28,14,14.5,0.5"
239,11.9,"31,7,7.5,1.5,28,14,14.5,0.5"
243,12.1,"31,7,7.5,2.5,28,14,14.5,0.5"
242,12.05,"31,7,7.5,3.5,28,14,14.5,0.5"
206,10.25,"31,5,4.5,2.5,28,14,14.5,1.5"
206,10.25,"31,5,4.5,3.5,28,14,14.5,1.5"
213,10.6,"31,6,5.5,0.5,28,14,14.5,1.5"
218,10.85,"31,6,5.5,1.5,28,14,14.5,1.5"
227,11.3,"31,6,5.5,2.5,28,14,14.5,1.5"
227,11.3,"31,6,5.5,3.5,28,14,14.5,1.5"
212,10.55,"31,6,6.5,0.5,28,14,14.5,1.5"
213,10.6,"31,6,6.5,1.5,28,14,14.5,1.5"
218,10.85,"31,6,6.5,2.5,28,14,14.5,1.5"
218,10.85,"31,6,6.5,3.5,28,14,14.5,1.5"
239,11.9,"31,7,6.5,0.5,28,14,14.5,1.5"
243,12.1,"31,7,6.5,1.5,28,14,14.5,1.5"
254,12.65,"31,7,6.5,2.5,28,14,14.5,1.5"
254,12.65,"31,7,6.5,3.5,28,14,14.5,1.5"
238,11.85,"31,7,7.5,0.5,28,14,14.5,1.5"
239,11.9,"31,7,7.5,1.5,28,14,14.5,1.5"
243,12.1,"31,7,7.5,2.5,28,14,14.5,1.5"
242,12.05,"31,7,7.5,3.5,28,14,14.5,1.5"
206,10.25,"31,5,4.5,2.5,28,14,14.5,2.5"
206,10.25,"31,5,4.5,3.5,28,14,14.5,2.5"
212,10.55,"31,6,5.5,0.5,28,14,14.5,2.5"
217,10.8,"31,6,5.5,1.5,28,14,14.5,2.5"
226,11.25,"31,6,5.5,2.5,28,14,14.5,2.5"
226,11.25,"31,6,5.5,3.5,28,14,14.5,2.5"
211,10.5,"31,6,6.5,0.5,28,14,14.5,2.5"
212,10.55,"31,6,6.5,1.5,28,14,14.5,2.5"
217,10.8,"31,6,6.5,2.5,28,14,14.5,2.5"
217,10.8,"31,6,6.5,3.5,28,14,14.5,2.5"
238,11.85,"31,7,6.5,0.5,28,14,14.5,2.5"
242,12.05,"31,7,6.5,1.5,28,14,14.5,2.5"
253,12.6,"31,7,6.5,2.5,28,14,14.5,2.5"
253,12.6,"31,7,6.5,3.5,28,14,14.5,2.5"
237,11.8,"31,7,7.5,0.5,28,14,14.5,2.5"
238,11.85,"31,7,7.5,1.5,28,14,14.5,2.5"
242,12.05,"31,7,7.5,2.5,28,14,14.5,2.5"
241,12,"31,7,7.5,3.5,28,14,14.5,2.5"
207,10.3,"31,6,5.5,0.5,28,14,14.5,3.5"
211,10.5,"31,6,5.5,1.5,28,14,14.5,3.5"
220,10.95,"31,6,5.5,2.5,28,14,14.5,3.5"
220,10.95,"31,6,5.5,3.5,28,14,14.5,3.5"
206,10.25,"31,6,6.5,0.5,28,14,14.5,3.5"
207,10.3,"31,6,6.5,1.5,28,14,14.5,3.5"
211,10.5,"31,6,6.5,2.5,28,14,14.5,3.5"
212,10.55,"31,6,6.5,3.5,28,14,14.5,3.5"
231,11.5,"31,7,6.5,0.5,28,14,14.5,3.5"
235,11.7,"31,7,6.5,1.5,28,14,14.5,3.5"
244,12.15,"31,7,6.5,2.5,28,14,14.5,3.5"
244,12.15,"31,7,6.5,3.5,28,14,14.5,3.5"
230,11.45,"31,7,7.5,0.5,28,14,14.5,3.5"
231,11.5,"31,7,7.5,1.5,28,14,14.5,3.5"
235,11.7,"31,7,7.5,2.5,28,14,14.5,3.5"
234,11.65,"31,7,7.5,3.5,28,14,14.5,3.5"
260,12.95,"31,8,8.5,0.5,28,14,14.5,3.5"
207,10.3,"31,4,3.5,2.5,28,15,14.5,0.5"
207,10.3,"31,4,3.5,3.5,28,15,14.5,0.5"
211,10.5,"31,5,4.5,0.5,28,15,14.5,0.5"
217,10.8,"31,5,4.5,1.5,28,15,14.5,0.5"
227,11.3,"31,5,4.5,2.5,28,15,14.5,0.5"
227,11.3,"31,5,4.5,3.5,28,15,14.5,0.5"
210,10.45,"31,5,5.5,0.5,28,15,14.5,0.5"
211,10.5,"31,5,5.5,1.5,28,15,14.5,0.5"
217,10.8,"31,5,5.5,2.5,28,15,14.5,0.5"
217,10.8,"31,5,5.5,3.5,28,15,14.5,0.5"
236,11.75,"31,6,5.5,0.5,28,15,14.5,0.5"
242,12.05,"31,6,5.5,1.5,28,15,14.5,0.5"
254,12.65,"31,6,5.5,2.5,28,15,14.5,0.5"
254,12.65,"31,6,5.5,3.5,28,15,14.5,0.5"
235,11.7,"31,6,6.5,0.5,28,15,14.5,0.5"
236,11.75,"31,6,6.5,1.5,28,15,14.5,0.5"
242,12.05,"31,6,6.5,2.5,28,15,14.5,0.5"
241,12,"31,6,6.5,3.5,28,15,14.5,0.5"
206,10.25,"31,4,3.5,2.5,28,15,14.5,1.5"
206,10.25,"31,4,3.5,3.5,28,15,14.5,1.5"
211,10.5,"31,5,4.5,0.5,28,15,14.5,1.5"
216,10.75,"31,5,4.5,1.5,28,15,14.5,1.5"
227,11.3,"31,5,4.5,2.5,28,15,14.5,1.5"
227,11.3,"31,5,4.5,3.5,28,15,14.5,1.5"
210,10.45,"31,5,5.5,0.5,28,15,14.5,1.5"
211,10.5,"31,5,5.5,1.5,28,15,14.5,1.5"
216,10.75,"31,5,5.5,2.5,28,15,14.5,1.5"
217,10.8,"31,5,5.5,3.5,28,15,14.5,1.5"
236,11.75,"31,6,5.5,0.5,28,15,14.5,1.5"
241,12,"31,6,5.5,1.5,28,15,14.5,1.5"
254,12.65,"31,6,5.5,2.5,28,15,14.5,1.5"
254,12.65,"31,6,5.5,3.5,28,15,14.5,1.5"
235,11.7,"31,6,6.5,0.5,28,15,14.5,1.5"
236,11.75,"31,6,6.5,1.5,28,15,14.5,1.5"
241,12,"31,6,6.5,2.5,28,15,14.5,1.5"
241,12,"31,6,6.5,3.5,28,15,14.5,1.5"
206,10.25,"31,4,3.5,2.5,28,15,14.5,2.5"
206,10.25,"31,4,3.5,3.5,28,15,14.5,2.5"
211,10.5,"31,5,4.5,0.5,28,15,14.5,2.5"
216,10.75,"31,5,4.5,1.5,28,15,14.5,2.5"
227,11.3,"31,5,4.5,2.5,28,15,14.5,2.5"
227,11.3,"31,5,4.5,3.5,28,15,14.5,2.5"
209,10.4,"31,5,5.5,0.5,28,15,14.5,2.5"
211,10.5,"31,5,5.5,1.5,28,15,14.5,2.5"
216,10.75,"31,5,5.5,2.5,28,15,14.5,2.5"
217,10.8,"31,5,5.5,3.5,28,15,14.5,2.5"
235,11.7,"31,6,5.5,0.5,28,15,14.5,2.5"
241,12,"31,6,5.5,1.5,28,15,14.5,2.5"
253,12.6,"31,6,5.5,2.5,28,15,14.5,2.5"
253,12.6,"31,6,5.5,3.5,28,15,14.5,2.5"
234,11.65,"31,6,6.5,0.5,28,15,14.5,2.5"
235,11.7,"31,6,6.5,1.5,28,15,14.5,2.5"
241,12,"31,6,6.5,2.5,28,15,14.5,2.5"
241,12,"31,6,6.5,3.5,28,15,14.5,2.5"
205,10.2,"31,4,3.5,2.5,28,15,14.5,3.5"
205,10.2,"31,4,3.5,3.5,28,15,14.5,3.5"
209,10.4,"31,5,4.5,0.5,28,15,14.5,3.5"
214,10.65,"31,5,4.5,1.5,28,15,14.5,3.5"
225,11.2,"31,5,4.5,2.5,28,15,14.5,3.5"
225,11.2,"31,5,4.5,3.5,28,15,14.5,3.5"
208,10.35,"31,5,5.5,0.5,28,15,14.5,3.5"
209,10.4,"31,5,5.5,1.5,28,15,14.5,3.5"
214,10.65,"31,5,5.5,2.5,28,15,14.5,3.5"
215,10.7,"31,5,5.5,3.5,28,15,14.5,3.5"
234,11.65,"31,6,5.5,0.5,28,15,14.5,3.5"
239,11.9,"31,6,5.5,1.5,28,15,14.5,3.5"
251,12.5,"31,6,5.5,2.5,28,15,14.5,3.5"
251,12.5,"31,6,5.5,3.5,28,15,14.5,3.5"
232,11.55,"31,6,6.5,0.5,28,15,14.5,3.5"
234,11.65,"31,6,6.5,1.5,28,15,14.5,3.5"
239,11.9,"31,6,6.5,2.5,28,15,14.5,3.5"
239,11.9,"31,6,6.5,3.5,28,15,14.5,3.5"
206,10.25,"31,4,3.5,2.5,28,15,15.5,0.5"
206,10.25,"31,4,3.5,3.5,28,15,15.5,0.5"
211,10.5,"31,5,4.5,0.5,28,15,15.5,0.5"
216,10.75,"31,5,4.5,1.5,28,15,15.5,0.5"
227,11.3,"31,5,4.5,2.5,28,15,15.5,0.5"
227,11.3,"31,5,4.5,3.5,28,15,15.5,0.5"
210,10.45,"31,5,5.5,0.5,28,15,15.5,0.5"
211,10.5,"31,5,5.5,1.5,28,15,15.5,0.5"
216,10.75,"31,5,5.5,2.5,28,15,15.5,0.5"
217,10.8,"31,5,5.5,3.5,28,15,15.5,0.5"
236,11.75,"31,6,5.5,0.5,28,15,15.5,0.5"
241,12,"31,6,5.5,1.5,28,15,15.5,0.5"
254,12.65,"31,6,5.5,2.5,28,15,15.5,0.5"
254,12.65,"31,6,5.5,3.5,28,15,15.5,0.5"
235,11.7,"31,6,6.5,0.5,28,15,15.5,0.5"
236,11.75,"31,6,6.5,1.5,28,15,15.5,0.5"
241,12,"31,6,6.5,2.5,28,15,15.5,0.5"
241,12,"31,6,6.5,3.5,28,15,15.5,0.5"
206,10.25,"31,4,3.5,2.5,28,15,15.5,1.5"
206,10.25,"31,4,3.5,3.5,28,15,15.5,1.5"
211,10.5,"31,5,4.5,0.5,28,15,15.5,1.5"
216,10.75,"31,5,4.5,1.5,28,15,15.5,1.5"
227,11.3,"31,5,4.5,2.5,28,15,15.5,1.5"
227,11.3,"31,5,4.5,3.5,28,15,15.5,1.5"
209,10.4,"31,5,5.5,0.5,28,15,15.5,1.5"
211,10.5,"31,5,5.5,1.5,28,15,15.5,1.5"
216,10.75,"31,5,5.5,2.5,28,15,15.5,1.5"
217,10.8,"31,5,5.5,3.5,28,15,15.5,1.5"
235,11.7,"31,6,5.5,0.5,28,15,15.5,1.5"
241,12,"31,6,5.5,1.5,28,15,15.5,1.5"
253,12.6,"31,6,5.5,2.5,28,15,15.5,1.5"
253,12.6,"31,6,5.5,3.5,28,15,15.5,1.5"
234,11.65,"31,6,6.5,0.5,28,15,15.5,1.5"
235,11.7,"31,6,6.5,1.5,28,15,15.5,1.5"
241,12,"31,6,6.5,2.5,28,15,15.5,1.5"
241,12,"31,6,6.5,3.5,28,15,15.5,1.5"
205,10.2,"31,4,3.5,2.5,28,15,15.5,2.5"
205,10.2,"31,4,3.5,3.5,28,15,15.5,2.5"
209,10.4,"31,5,4.5,0.5,28,15,15.5,2.5"
214,10.65,"31,5,4.5,1.5,28,15,15.5,2.5"
225,11.2,"31,5,4.5,2.5,28,15,15.5,2.5"
225,11.2,"31,5,4.5,3.5,28,15,15.5,2.5"
208,10.35,"31,5,5.5,0.5,28,15,15.5,2.5"
209,10.4,"31,5,5.5,1.5,28,15,15.5,2.5"
214,10.65,"31,5,5.5,2.5,28,15,15.5,2.5"
215,10.7,"31,5,5.5,3.5,28,15,15.5,2.5"
234,11.65,"31,6,5.5,0.5,28,15,15.5,2.5"
239,11.9,"31,6,5.5,1.5,28,15,15.5,2.5"
251,12.5,"31,6,5.5,2.5,28,15,15.5,2.5"
251,12.5,"31,6,5.5,3.5,28,15,15.5,2.5"
232,11.55,"31,6,6.5,0.5,28,15,15.5,2.5"
234,11.65,"31,6,6.5,1.5,28,15,15.5,2.5"
239,11.9,"31,6,6.5,2.5,28,15,15.5,2.5"
239,11.9,"31,6,6.5,3.5,28,15,15.5,2.5"
204,10.15,"31,5,4.5,0.5,28,15,15.5,3.5"
209,10.4,"31,5,4.5,1.5,28,15,15.5,3.5"
219,10.9,"31,5,4.5,2.5,28,15,15.5,3.5"
219,10.9,"31,5,4.5,3.5,28,15,15.5,3.5"
203,10.1,"31,5,5.5,0.5,28,15,15.5,3.5"
204,10.15,"31,5,5.5,1.5,28,15,15.5,3.5"
209,10.4,"31,5,5.5,2.5,28,15,15.5,3.5"
210,10.45,"31,5,5.5,3.5,28,15,15.5,3.5"
227,11.3,"31,6,5.5,0.5,28,15,15.5,3.5"
232,11.55,"31,6,5.5,1.5,28,15,15.5,3.5"
243,12.1,"31,6,5.5,2.5,28,15,15.5,3.5"
243,12.1,"31,6,5.5,3.5,28,15,15.5,3.5"
225,11.2,"31,6,6.5,0.5,28,15,15.5,3.5"
227,11.3,"31,6,6.5,1.5,28,15,15.5,3.5"
232,11.55,"31,6,6.5,2.5,28,15,15.5,3.5"
232,11.55,"31,6,6.5,3.5,28,15,15.5,3.5"
256,12.75,"31,7,6.5,0.5,28,15,15.5,3.5"
255,12.7,"31,7,7.5,0.5,28,15,15.5,3.5"
256,12.75,"31,7,7.5,1.5,28,15,15.5,3.5"
259,12.9,"31,7,7.5,3.5,28,15,15.5,3.5"
206,10.25,"31,3,2.5,2.5,28,16,15.5,0.5"
206,10.25,"31,3,3.5,3.5,28,16,15.5,0.5"
209,10.4,"31,4,3.5,0.5,28,16,15.5,0.5"
216,10.75,"31,4,3.5,1.5,28,16,15.5,0.5"
227,11.3,"31,4,3.5,2.5,28,16,15.5,0.5"
227,11.3,"31,4,3.5,3.5,28,16,15.5,0.5"
207,10.3,"31,4,4.5,0.5,28,16,15.5,0.5"
209,10.4,"31,4,4.5,1.5,28,16,15.5,0.5"
216,10.75,"31,4,4.5,2.5,28,16,15.5,0.5"
216,10.75,"31,4,4.5,3.5,28,16,15.5,0.5"
233,11.6,"31,5,4.5,0.5,28,16,15.5,0.5"
240,11.95,"31,5,4.5,1.5,28,16,15.5,0.5"
253,12.6,"31,5,4.5,2.5,28,16,15.5,0.5"
253,12.6,"31,5,4.5,3.5,28,16,15.5,0.5"
231,11.5,"31,5,5.5,0.5,28,16,15.5,0.5"
233,11.6,"31,5,5.5,1.5,28,16,15.5,0.5"
240,11.95,"31,5,5.5,2.5,28,16,15.5,0.5"
240,11.95,"31,5,5.5,3.5,28,16,15.5,0.5"
206,10.25,"31,3,2.5,2.5,28,16,15.5,1.5"
206,10.25,"31,3,3.5,3.5,28,16,15.5,1.5"
209,10.4,"31,4,3.5,0.5,28,16,15.5,1.5"
215,10.7,"31,4,3.5,1.5,28,16,15.5,1.5"
227,11.3,"31,4,3.5,2.5,28,16,15.5,1.5"
227,11.3,"31,4,3.5,3.5,28,16,15.5,1.5"
207,10.3,"31,4,4.5,0.5,28,16,15.5,1.5"
209,10.4,"31,4,4.5,1.5,28,16,15.5,1.5"
215,10.7,"31,4,4.5,2.5,28,16,15.5,1.5"
216,10.75,"31,4,4.5,3.5,28,16,15.5,1.5"
233,11.6,"31,5,4.5,0.5,28,16,15.5,1.5"
240,11.95,"31,5,4.5,1.5,28,16,15.5,1.5"
253,12.6,"31,5,4.5,2.5,28,16,15.5,1.5"
253,12.6,"31,5,4.5,3.5,28,16,15.5,1.5"
231,11.5,"31,5,5.5,0.5,28,16,15.5,1.5"
233,11.6,"31,5,5.5,1.5,28,16,15.5,1.5"
240,11.95,"31,5,5.5,2.5,28,16,15.5,1.5"
240,11.95,"31,5,5.5,3.5,28,16,15.5,1.5"
205,10.2,"31,3,2.5,2.5,28,16,15.5,2.5"
205,10.2,"31,3,3.5,3.5,28,16,15.5,2.5"
208,10.35,"31,4,3.5,0.5,28,16,15.5,2.5"
215,10.7,"31,4,3.5,1.5,28,16,15.5,2.5"
226,11.25,"31,4,3.5,2.5,28,16,15.5,2.5"
226,11.25,"31,4,3.5,3.5,28,16,15.5,2.5"
206,10.25,"31,4,4.5,0.5,28,16,15.5,2.5"
208,10.35,"31,4,4.5,1.5,28,16,15.5,2.5"
215,10.7,"31,4,4.5,2.5,28,16,15.5,2.5"
215,10.7,"31,4,4.5,3.5,28,16,15.5,2.5"
232,11.55,"31,5,4.5,0.5,28,16,15.5,2.5"
239,11.9,"31,5,4.5,1.5,28,16,15.5,2.5"
252,12.55,"31,5,4.5,2.5,28,16,15.5,2.5"
252,12.55,"31,5,4.5,3.5,28,16,15.5,2.5"
230,11.45,"31,5,5.5,0.5,28,16,15.5,2.5"
232,11.55,"31,5,5.5,1.5,28,16,15.5,2.5"
239,11.9,"31,5,5.5,2.5,28,16,15.5,2.5"
239,11.9,"31,5,5.5,3.5,28,16,15.5,2.5"
203,10.1,"31,3,2.5,2.5,28,16,15.5,3.5"
203,10.1,"31,3,3.5,3.5,28,16,15.5,3.5"
206,10.25,"31,4,3.5,0.5,28,16,15.5,3.5"
213,10.6,"31,4,3.5,1.5,28,16,15.5,3.5"
224,11.15,"31,4,3.5,2.5,28,16,15.5,3.5"
224,11.15,"31,4,3.5,3.5,28,16,15.5,3.5"
204,10.15,"31,4,4.5,0.5,28,16,15.5,3.5"
206,10.25,"31,4,4.5,1.5,28,16,15.5,3.5"
213,10.6,"31,4,4.5,2.5,28,16,15.5,3.5"
213,10.6,"31,4,4.5,3.5,28,16,15.5,3.5"
230,11.45,"31,5,4.5,0.5,28,16,15.5,3.5"
236,11.75,"31,5,4.5,1.5,28,16,15.5,3.5"
249,12.4,"31,5,4.5,2.5,28,16,15.5,3.5"
249,12.4,"31,5,4.5,3.5,28,16,15.5,3.5"
228,11.35,"31,5,5.5,0.5,28,16,15.5,3.5"
230,11.45,"31,5,5.5,1.5,28,16,15.5,3.5"
236,11.75,"31,5,5.5,2.5,28,16,15.5,3.5"
237,11.8,"31,5,5.5,3.5,28,16,15.5,3.5"
260,12.95,"31,6,5.5,0.5,28,16,15.5,3.5"
258,12.85,"31,6,6.5,0.5,28,16,15.5,3.5"
260,12.95,"31,6,6.5,1.5,28,16,15.5,3.5"
206,10.25,"31,3,2.5,2.5,28,16,16.5,0.5"
206,10.25,"31,3,3.5,3.5,28,16,16.5,0.5"
209,10.4,"31,4,3.5,0.5,28,16,16.5,0.5"
215,10.7,"31,4,3.5,1.5,28,16,16.5,0.5"
227,11.3,"31,4,3.5,2.5,28,16,16.5,0.5"
227,11.3,"31,4,3.5,3.5,28,16,16.5,0.5"
207,10.3,"31,4,4.5,0.5,28,16,16.5,0.5"
209,10.4,"31,4,4.5,1.5,28,16,16.5,0.5"
215,10.7,"31,4,4.5,2.5,28,16,16.5,0.5"
216,10.75,"31,4,4.5,3.5,28,16,16.5,0.5"
233,11.6,"31,5,4.5,0.5,28,16,16.5,0.5"
